T, [([], '1'), ('A', '1')],0,1
A', [([], '1'), ('A', '0')],1,1
B', [([], '1'), ('B', '0')],1,1
C', [([], '1'), ('C', '0')],1,1
D', [([], '1'), ('D', '0')],1,1
A, [([], '0'), ('A', '1')],1,1
F, [([], '0'), ('A', '0')],0,1
B, [([], '0'), ('B', '1')],1,1
C, [([], '0'), ('C', '1')],1,1
D, [([], '0'), ('D', '1')],1,1
A'B', [([], '1'), ('A', '0'), ('B', '0')],2,2
A'C', [([], '1'), ('A', '0'), ('C', '0')],2,2
A'D', [([], '1'), ('A', '0'), ('D', '0')],2,2
B'C', [([], '1'), ('B', '0'), ('C', '0')],2,2
B'D', [([], '1'), ('B', '0'), ('D', '0')],2,2
C'D', [([], '1'), ('C', '0'), ('D', '0')],2,2
A+B, [([], '0'), ('A', '1'), ('B', '1')],2,2
A+C, [([], '0'), ('A', '1'), ('C', '1')],2,2
A+D, [([], '0'), ('A', '1'), ('D', '1')],2,2
B+C, [([], '0'), ('B', '1'), ('C', '1')],2,2
B+D, [([], '0'), ('B', '1'), ('D', '1')],2,2
C+D, [([], '0'), ('C', '1'), ('D', '1')],2,2
A'B'C', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0')],3,3
A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0')],3,3
A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0')],3,3
B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0')],3,3
A+B+C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1')],3,3
A+B+D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1')],3,3
A+C+D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1')],3,3
B+C+D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1')],3,3
A'+B, [([], '1'), ('A', '0'), (('A', 'B'), '1')],2,3
A'+C, [([], '1'), ('A', '0'), (('A', 'C'), '1')],2,3
A'+D, [([], '1'), ('A', '0'), (('A', 'D'), '1')],2,3
A+B', [([], '1'), ('B', '0'), (('A', 'B'), '1')],2,3
B'+C, [([], '1'), ('B', '0'), (('B', 'C'), '1')],2,3
B'+D, [([], '1'), ('B', '0'), (('B', 'D'), '1')],2,3
A+C', [([], '1'), ('C', '0'), (('A', 'C'), '1')],2,3
B+C', [([], '1'), ('C', '0'), (('B', 'C'), '1')],2,3
C'+D, [([], '1'), ('C', '0'), (('C', 'D'), '1')],2,3
A+D', [([], '1'), ('D', '0'), (('A', 'D'), '1')],2,3
B+D', [([], '1'), ('D', '0'), (('B', 'D'), '1')],2,3
C+D', [([], '1'), ('D', '0'), (('C', 'D'), '1')],2,3
AB', [([], '0'), ('A', '1'), (('A', 'B'), '0')],2,3
AC', [([], '0'), ('A', '1'), (('A', 'C'), '0')],2,3
AD', [([], '0'), ('A', '1'), (('A', 'D'), '0')],2,3
A'B, [([], '0'), ('B', '1'), (('A', 'B'), '0')],2,3
BC', [([], '0'), ('B', '1'), (('B', 'C'), '0')],2,3
BD', [([], '0'), ('B', '1'), (('B', 'D'), '0')],2,3
A'C, [([], '0'), ('C', '1'), (('A', 'C'), '0')],2,3
B'C, [([], '0'), ('C', '1'), (('B', 'C'), '0')],2,3
CD', [([], '0'), ('C', '1'), (('C', 'D'), '0')],2,3
A'D, [([], '0'), ('D', '1'), (('A', 'D'), '0')],2,3
B'D, [([], '0'), ('D', '1'), (('B', 'D'), '0')],2,3
C'D, [([], '0'), ('D', '1'), (('C', 'D'), '0')],2,3
A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0')],4,4
A+B+C+D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1')],4,4
A'+B', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0')],2,4
A'D'+B'C'D', [([], '1'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'D'), '0')],5,10
B'D'+A'C'D', [([], '1'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '0'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('B', 'D'), '0')],5,10
C'D'+A'B'D', [([], '1'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '0'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('C', 'D'), '0')],5,10
AB'+BCD', [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,10
AC'+BCD', [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'C'), '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,10
AD'+BCD', [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'D'), '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,10
A+B'D+C'D, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), (('B', 'D'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
AB'+BC'D, [([], '0'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
AC'+BC'D, [([], '0'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'C'), '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
AD'+BC'D, [([], '0'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'D'), '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
AB'+B'CD, [([], '0'), ('A', '1'), ('C', '0'), ('D', '0'), (('A', 'B'), '0'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
AC'+B'CD, [([], '0'), ('A', '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '0'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
AD'+B'CD, [([], '0'), ('A', '1'), ('C', '0'), ('D', '0'), (('A', 'D'), '0'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
A'B+ACD', [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), (('A', 'B'), '0'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],5,10
BD'+ACD', [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), (('A', 'C'), '1'), (('B', 'D'), '0'), (('A', 'C', 'D'), '0')],5,10
B+A'D+C'D, [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), (('A', 'D'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
A'B+AC'D, [([], '0'), ('A', '0'), ('B', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
BC'+AC'D, [([], '0'), ('A', '0'), ('B', '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,10
CD'+ABD', [([], '0'), ('A', '0'), ('B', '0'), ('C', '1'), (('A', 'B'), '1'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0')],5,10
C+A'D+B'D, [([], '0'), ('A', '0'), ('B', '0'), ('C', '1'), (('A', 'D'), '1'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],5,10
AC+ABD', [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'D'), '0')],5,10
AB+ACD', [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],5,10
BC+ABD', [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('A', 'B', 'D'), '0')],5,10
AB+BCD', [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,10
BC+ACD', [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('A', 'C', 'D'), '0')],5,10
AC+BCD', [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,10
AD+BCD', [([], '0'), ('A', '0'), ('B', '0'), ('C', '0'), (('A', 'D'), '1'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,10
C'D+ABC', [([], '0'), ('A', '0'), ('B', '0'), ('D', '1'), (('A', 'B'), '1'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0')],5,10
D+A'C+B'C, [([], '0'), ('A', '0'), ('B', '0'), ('D', '1'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],5,10
AD+ABC', [([], '0'), ('A', '0'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'C'), '0')],5,10
AB+AC'D, [([], '0'), ('A', '0'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
BD+ABC', [([], '0'), ('A', '0'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('A', 'B', 'C'), '0')],5,10
AB+BC'D, [([], '0'), ('A', '0'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
AC+BC'D, [([], '0'), ('A', '0'), ('B', '0'), ('D', '0'), (('A', 'C'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
BD+AC'D, [([], '0'), ('A', '0'), ('B', '0'), ('D', '0'), (('A', 'D'), '1'), (('B', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
AD+BC'D, [([], '0'), ('A', '0'), ('B', '0'), ('D', '0'), (('A', 'D'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
B'C+AB'D, [([], '0'), ('A', '0'), ('C', '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,10
B'D+AB'C, [([], '0'), ('A', '0'), ('C', '0'), ('D', '1'), (('A', 'C'), '1'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0')],5,10
AB+B'CD, [([], '0'), ('A', '0'), ('C', '0'), ('D', '0'), (('A', 'B'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
AD+AB'C, [([], '0'), ('A', '0'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'B', 'C'), '0')],5,10
AC+AB'D, [([], '0'), ('A', '0'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,10
CD+AB'C, [([], '0'), ('A', '0'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('C', 'D'), '1'), (('A', 'B', 'C'), '0')],5,10
AC+B'CD, [([], '0'), ('A', '0'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
CD+AB'D, [([], '0'), ('A', '0'), ('C', '0'), ('D', '0'), (('A', 'D'), '1'), (('C', 'D'), '1'), (('A', 'B', 'D'), '0')],5,10
AD+B'CD, [([], '0'), ('A', '0'), ('C', '0'), ('D', '0'), (('A', 'D'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
BC'+A'CD, [([], '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('B', 'C'), '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
BD'+A'CD, [([], '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('B', 'D'), '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
B'C+A'BD, [([], '0'), ('B', '0'), ('C', '1'), ('D', '0'), (('B', 'C'), '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],5,10
AB+A'CD, [([], '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('A', 'B'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
BD+A'BC, [([], '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('A', 'B', 'C'), '0')],5,10
BC+A'BD, [([], '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],5,10
CD+A'BC, [([], '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('C', 'D'), '1'), (('A', 'B', 'C'), '0')],5,10
BC+A'CD, [([], '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
CD+A'BD, [([], '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'D'), '1'), (('C', 'D'), '1'), (('A', 'B', 'D'), '0')],5,10
BD+A'CD, [([], '0'), ('B', '0'), ('C', '0'), ('D', '0'), (('B', 'D'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
D+A'C'+B'C', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('C', 'D'), '1')],5,10
C+A'D'+B'D', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('C', 'D'), '1')],5,10
B+A'D'+C'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('B', 'D'), '1'), (('C', 'D'), '0')],5,10
A+B'D'+C'D', [([], '1'), ('B', '1'), ('C', '1'), (('A', 'D'), '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0')],5,10
BC'+AB'D, [([], '0'), ('A', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,10
AC'+A'BD, [([], '0'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,10
A'+B'+C+D, [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'B', 'C'), '1'), (('A', 'B', 'D'), '1')],4,10
A'+B'C'+BD, [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'B', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
B'+A'C'+AD, [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
A'+B+C'+D, [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1'), (('A', 'C', 'D'), '1')],4,10
A'+B'C'+B'D, [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '1')],5,10
C'+A'B'+AD, [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
A'+BC'+B'D', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '1')],5,10
A'+B'C+B'D', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '1')],5,10
A'+B+C+D', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1'), (('A', 'C', 'D'), '1')],4,10
D'+A'B'+AC, [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
A'B'+B'CD', [([], '1'), ('A', '0'), ('B', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,10
A'B'+B'C'D, [([], '1'), ('A', '0'), ('B', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '0')],5,10
A'C'+BC'D', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,10
A'C'+B'C'D, [([], '1'), ('A', '0'), ('C', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '0')],5,10
A'D'+BC'D', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,10
A'D'+B'CD', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,10
A+B'+C'+D, [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1'), (('B', 'C', 'D'), '1')],4,10
B'+A'C'+A'D, [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('A', 'B', 'D'), '0'), (('B', 'C', 'D'), '1')],5,10
C'+A'B'+A'D, [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,10
B'+AC'+A'D', [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '1')],5,10
B'+A'C+A'D', [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '1')],5,10
A+B'+C+D', [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1'), (('B', 'C', 'D'), '1')],4,10
D'+A'B'+A'C, [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,10
B'C'+AC'D', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,10
B'C'+A'C'D, [([], '1'), ('B', '0'), ('C', '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0'), (('B', 'C', 'D'), '0')],5,10
B'D'+AC'D', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,10
B'D'+A'CD', [([], '1'), ('B', '0'), ('D', '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '0')],5,10
C'+AB'+A'D', [([], '1'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '1')],5,10
C'+A'B+A'D', [([], '1'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '1')],5,10
D'+AB'+A'C', [([], '1'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '1')],5,10
D'+A'B+A'C', [([], '1'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0'), (('B', 'C', 'D'), '1')],5,10
A+B+C'+D', [([], '1'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1'), (('B', 'C', 'D'), '1')],4,10
C'D'+AB'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,10
C'D'+A'BD', [([], '1'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '0')],5,10
AD'+B'C'D, [([], '0'), ('A', '1'), ('D', '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '0')],5,10
ABC'D', [([], '0'), ('A', '0'), ('B', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '0')],4,10
AB'CD', [([], '0'), ('A', '0'), ('C', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '0')],4,10
AB'C'D, [([], '0'), ('A', '0'), ('D', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '0')],4,10
A'BCD', [([], '0'), ('B', '0'), ('C', '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '0')],4,10
A'BC'D, [([], '0'), ('B', '0'), ('D', '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0'), (('B', 'C', 'D'), '0')],4,10
A'B'CD, [([], '0'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '0')],4,10
B'C'+ABC, [([], '1'), ('A', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],5,10
B'D'+ABD, [([], '1'), ('A', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],5,10
B'+A'C'+A'D', [([], '1'), ('A', '1'), (('A', 'B'), '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
C'D'+ACD, [([], '1'), ('A', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],5,10
C'+A'B'+A'D', [([], '1'), ('A', '1'), (('A', 'C'), '0'), (('B', 'C'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
D'+A'B'+A'C', [([], '1'), ('A', '1'), (('A', 'D'), '0'), (('B', 'D'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
A'+B'C'+B'D', [([], '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
A'C'+ABC, [([], '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],5,10
A'D'+ABD, [([], '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],5,10
C'+A'B'+AD', [([], '1'), ('B', '1'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
D'+A'B'+AC', [([], '1'), ('B', '1'), (('A', 'D'), '1'), (('B', 'D'), '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
C'D'+BCD, [([], '1'), ('B', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,10
D+A'B'+BC, [([], '1'), ('B', '0'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('B', 'D'), '1'), (('A', 'B', 'C'), '1')],5,10
C+A'B'+BD, [([], '1'), ('B', '0'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('B', 'C'), '1'), (('A', 'B', 'D'), '1')],5,10
A'+B'C'+BD', [([], '1'), ('C', '1'), (('A', 'B'), '1'), (('A', 'C'), '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,10
B'+A'C'+AD', [([], '1'), ('C', '1'), (('A', 'B'), '1'), (('B', 'C'), '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],5,10
A'D'+ACD, [([], '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],5,10
B'D'+BCD, [([], '1'), ('C', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,10
D+A'C'+BC, [([], '1'), ('C', '0'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('C', 'D'), '1'), (('A', 'B', 'C'), '1')],5,10
A+B'C'+CD, [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],5,10
B+A'C'+CD, [([], '1'), ('C', '0'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('B', 'C'), '1'), (('A', 'C', 'D'), '1')],5,10
C+A'D'+BD, [([], '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('C', 'D'), '1'), (('A', 'B', 'D'), '1')],5,10
B+A'D'+CD, [([], '1'), ('D', '0'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('B', 'D'), '1'), (('A', 'C', 'D'), '1')],5,10
A+B'D'+CD, [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],5,10
A+BCD, [([], '0'), ('A', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],4,10
B+ACD, [([], '0'), ('B', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],4,10
C+ABD, [([], '0'), ('C', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],4,10
CD+A'B'C, [([], '0'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('B', 'C'), '0'), (('A', 'C', 'D'), '1')],5,10
C'D+AB'D', [([], '0'), ('C', '0'), (('A', 'B'), '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,10
C'D+A'BD', [([], '0'), ('C', '0'), (('A', 'B'), '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
D+ABC, [([], '0'), ('D', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],4,10
BD+A'C'D, [([], '0'), ('D', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('C', 'D'), '0'), (('A', 'B', 'D'), '1')],5,10
AD+B'C'D, [([], '0'), ('D', '1'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('A', 'B', 'D'), '1')],5,10
CD+A'B'D, [([], '0'), ('D', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('A', 'C', 'D'), '1')],5,10
A'B'+ACD, [([], '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,10
A'B'+A'CD, [([], '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,10
A'C'+A'BD, [([], '1'), (('B', 'C'), '0'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0'), (('B', 'C', 'D'), '1')],5,10
A'D'+A'BC, [([], '1'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '1')],5,10
AB'+AC'D', [([], '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,10
