T, [([], '1'), ('A', '1')],0,1
A', [([], '1'), ('A', '0')],1,1
B', [([], '1'), ('B', '0')],1,1
C', [([], '1'), ('C', '0')],1,1
D', [([], '1'), ('D', '0')],1,1
E', [([], '1'), ('E', '0')],1,1
A, [([], '0'), ('A', '1')],1,1
F, [([], '0'), ('A', '0')],0,1
B, [([], '0'), ('B', '1')],1,1
C, [([], '0'), ('C', '1')],1,1
D, [([], '0'), ('D', '1')],1,1
E, [([], '0'), ('E', '1')],1,1
A'B', [([], '1'), ('A', '0'), ('B', '0')],2,2
A'C', [([], '1'), ('A', '0'), ('C', '0')],2,2
A'D', [([], '1'), ('A', '0'), ('D', '0')],2,2
A'E', [([], '1'), ('A', '0'), ('E', '0')],2,2
B'C', [([], '1'), ('B', '0'), ('C', '0')],2,2
B'D', [([], '1'), ('B', '0'), ('D', '0')],2,2
B'E', [([], '1'), ('B', '0'), ('E', '0')],2,2
C'D', [([], '1'), ('C', '0'), ('D', '0')],2,2
C'E', [([], '1'), ('C', '0'), ('E', '0')],2,2
D'E', [([], '1'), ('D', '0'), ('E', '0')],2,2
A+B, [([], '0'), ('A', '1'), ('B', '1')],2,2
A+C, [([], '0'), ('A', '1'), ('C', '1')],2,2
A+D, [([], '0'), ('A', '1'), ('D', '1')],2,2
A+E, [([], '0'), ('A', '1'), ('E', '1')],2,2
B+C, [([], '0'), ('B', '1'), ('C', '1')],2,2
B+D, [([], '0'), ('B', '1'), ('D', '1')],2,2
B+E, [([], '0'), ('B', '1'), ('E', '1')],2,2
C+D, [([], '0'), ('C', '1'), ('D', '1')],2,2
C+E, [([], '0'), ('C', '1'), ('E', '1')],2,2
D+E, [([], '0'), ('D', '1'), ('E', '1')],2,2
A'B'C', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0')],3,3
A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0')],3,3
A'B'E', [([], '1'), ('A', '0'), ('B', '0'), ('E', '0')],3,3
A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0')],3,3
A'C'E', [([], '1'), ('A', '0'), ('C', '0'), ('E', '0')],3,3
A'D'E', [([], '1'), ('A', '0'), ('D', '0'), ('E', '0')],3,3
B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0')],3,3
B'C'E', [([], '1'), ('B', '0'), ('C', '0'), ('E', '0')],3,3
B'D'E', [([], '1'), ('B', '0'), ('D', '0'), ('E', '0')],3,3
C'D'E', [([], '1'), ('C', '0'), ('D', '0'), ('E', '0')],3,3
A+B+C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1')],3,3
A+B+D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1')],3,3
A+B+E, [([], '0'), ('A', '1'), ('B', '1'), ('E', '1')],3,3
A+C+D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1')],3,3
A+C+E, [([], '0'), ('A', '1'), ('C', '1'), ('E', '1')],3,3
A+D+E, [([], '0'), ('A', '1'), ('D', '1'), ('E', '1')],3,3
B+C+D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1')],3,3
B+C+E, [([], '0'), ('B', '1'), ('C', '1'), ('E', '1')],3,3
B+D+E, [([], '0'), ('B', '1'), ('D', '1'), ('E', '1')],3,3
C+D+E, [([], '0'), ('C', '1'), ('D', '1'), ('E', '1')],3,3
A'+B, [([], '1'), ('A', '0'), (('A', 'B'), '1')],2,3
A'+C, [([], '1'), ('A', '0'), (('A', 'C'), '1')],2,3
A'+D, [([], '1'), ('A', '0'), (('A', 'D'), '1')],2,3
A'+E, [([], '1'), ('A', '0'), (('A', 'E'), '1')],2,3
A+B', [([], '1'), ('B', '0'), (('A', 'B'), '1')],2,3
B'+C, [([], '1'), ('B', '0'), (('B', 'C'), '1')],2,3
B'+D, [([], '1'), ('B', '0'), (('B', 'D'), '1')],2,3
B'+E, [([], '1'), ('B', '0'), (('B', 'E'), '1')],2,3
A+C', [([], '1'), ('C', '0'), (('A', 'C'), '1')],2,3
B+C', [([], '1'), ('C', '0'), (('B', 'C'), '1')],2,3
C'+D, [([], '1'), ('C', '0'), (('C', 'D'), '1')],2,3
C'+E, [([], '1'), ('C', '0'), (('C', 'E'), '1')],2,3
A+D', [([], '1'), ('D', '0'), (('A', 'D'), '1')],2,3
B+D', [([], '1'), ('D', '0'), (('B', 'D'), '1')],2,3
C+D', [([], '1'), ('D', '0'), (('C', 'D'), '1')],2,3
D'+E, [([], '1'), ('D', '0'), (('D', 'E'), '1')],2,3
A+E', [([], '1'), ('E', '0'), (('A', 'E'), '1')],2,3
B+E', [([], '1'), ('E', '0'), (('B', 'E'), '1')],2,3
C+E', [([], '1'), ('E', '0'), (('C', 'E'), '1')],2,3
D+E', [([], '1'), ('E', '0'), (('D', 'E'), '1')],2,3
AB', [([], '0'), ('A', '1'), (('A', 'B'), '0')],2,3
AC', [([], '0'), ('A', '1'), (('A', 'C'), '0')],2,3
AD', [([], '0'), ('A', '1'), (('A', 'D'), '0')],2,3
AE', [([], '0'), ('A', '1'), (('A', 'E'), '0')],2,3
A'B, [([], '0'), ('B', '1'), (('A', 'B'), '0')],2,3
BC', [([], '0'), ('B', '1'), (('B', 'C'), '0')],2,3
BD', [([], '0'), ('B', '1'), (('B', 'D'), '0')],2,3
BE', [([], '0'), ('B', '1'), (('B', 'E'), '0')],2,3
A'C, [([], '0'), ('C', '1'), (('A', 'C'), '0')],2,3
B'C, [([], '0'), ('C', '1'), (('B', 'C'), '0')],2,3
CD', [([], '0'), ('C', '1'), (('C', 'D'), '0')],2,3
CE', [([], '0'), ('C', '1'), (('C', 'E'), '0')],2,3
A'D, [([], '0'), ('D', '1'), (('A', 'D'), '0')],2,3
B'D, [([], '0'), ('D', '1'), (('B', 'D'), '0')],2,3
C'D, [([], '0'), ('D', '1'), (('C', 'D'), '0')],2,3
DE', [([], '0'), ('D', '1'), (('D', 'E'), '0')],2,3
A'E, [([], '0'), ('E', '1'), (('A', 'E'), '0')],2,3
B'E, [([], '0'), ('E', '1'), (('B', 'E'), '0')],2,3
C'E, [([], '0'), ('E', '1'), (('C', 'E'), '0')],2,3
D'E, [([], '0'), ('E', '1'), (('D', 'E'), '0')],2,3
A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0')],4,4
A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('E', '0')],4,4
A'B'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), ('E', '0')],4,4
A'C'D'E', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), ('E', '0')],4,4
B'C'D'E', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0')],4,4
A+B+C+D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1')],4,4
A+B+C+E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1')],4,4
A+B+D+E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1')],4,4
A+C+D+E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1')],4,4
B+C+D+E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1')],4,4
A'+B', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0')],2,4
DE+A'B'C'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('D', 'E'), '1')],7,7
C+D+E+AB'+A'B, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'B'), '0')],7,7
B+D+E+AC'+A'C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'C'), '0')],7,7
B+C+E+AD'+A'D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'D'), '0')],7,7
B+C+D+AE'+A'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'E'), '0')],7,7
A+D+E+BC'+B'C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'C'), '0')],7,7
A+C+E+BD'+B'D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'D'), '0')],7,7
A+C+D+BE'+B'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'E'), '0')],7,7
A+B+E+CD'+C'D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('C', 'D'), '0')],7,7
A+B+D+CE'+C'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('C', 'E'), '0')],7,7
A+B+C+DE'+D'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('D', 'E'), '0')],7,7
A+B+C+DE, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '0'), ('E', '0'), (('D', 'E'), '1')],5,7
A+B+D+CE, [([], '0'), ('A', '1'), ('B', '1'), ('C', '0'), ('D', '1'), ('E', '0'), (('C', 'E'), '1')],5,7
A+B+E+CD, [([], '0'), ('A', '1'), ('B', '1'), ('C', '0'), ('D', '0'), ('E', '1'), (('C', 'D'), '1')],5,7
A+C+D+BE, [([], '0'), ('A', '1'), ('B', '0'), ('C', '1'), ('D', '1'), ('E', '0'), (('B', 'E'), '1')],5,7
A+C+E+BD, [([], '0'), ('A', '1'), ('B', '0'), ('C', '1'), ('D', '0'), ('E', '1'), (('B', 'D'), '1')],5,7
A+D+E+BC, [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), ('D', '1'), ('E', '1'), (('B', 'C'), '1')],5,7
B+C+D+AE, [([], '0'), ('A', '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '0'), (('A', 'E'), '1')],5,7
B+C+E+AD, [([], '0'), ('A', '0'), ('B', '1'), ('C', '1'), ('D', '0'), ('E', '1'), (('A', 'D'), '1')],5,7
B+D+E+AC, [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), ('D', '1'), ('E', '1'), (('A', 'C'), '1')],5,7
C+D+E+AB, [([], '0'), ('A', '0'), ('B', '0'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'B'), '1')],5,7
D+AB'+A'B+A'C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('A', 'B', 'C'), '0')],7,7
C+AB'+A'B+A'D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('A', 'B', 'D'), '0')],7,7
B+AC'+A'C+A'D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('A', 'C', 'D'), '0')],7,7
A+BC'+B'C+B'D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1'), (('B', 'C', 'D'), '0')],7,7
E+AB'+A'B+A'C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('A', 'B', 'C'), '0')],7,7
C+AB'+A'B+A'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('A', 'B', 'E'), '0')],7,7
B+AC'+A'C+A'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('A', 'C', 'E'), '0')],7,7
B+C+AD'+A'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('A', 'D', 'E'), '0')],6,7
A+BC'+B'C+B'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('B', 'C', 'E'), '0')],7,7
A+C+BD'+B'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('B', 'D', 'E'), '0')],6,7
A+B+CD'+C'E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1'), (('C', 'D', 'E'), '0')],6,7
E+AB'+A'B+A'D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('A', 'B', 'D'), '0')],7,7
D+AB'+A'B+A'E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('A', 'B', 'E'), '0')],7,7
B+E+AC'+A'D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('A', 'C', 'D'), '0')],6,7
B+D+AC'+A'E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('A', 'C', 'E'), '0')],6,7
B+AD'+A'D+A'E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('A', 'D', 'E'), '0')],7,7
A+E+BC'+B'D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('B', 'C', 'D'), '0')],6,7
A+D+BC'+B'E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('B', 'C', 'E'), '0')],6,7
A+BD'+B'D+B'E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('B', 'D', 'E'), '0')],7,7
A+B+C'D+C'E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1'), (('C', 'D', 'E'), '0')],6,7
D+E+AB'+A'C, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'B', 'C'), '0')],6,7
C+E+AB'+A'D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'B', 'D'), '0')],6,7
C+D+AB'+A'E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'B', 'E'), '0')],6,7
E+AC'+A'C+A'D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'C', 'D'), '0')],7,7
D+AC'+A'C+A'E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'C', 'E'), '0')],7,7
C+AD'+A'D+A'E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'D', 'E'), '0')],7,7
A+E+B'C+B'D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'C', 'D'), '0')],6,7
A+D+B'C+B'E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'C', 'E'), '0')],6,7
A+C+B'D+B'E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'D', 'E'), '0')],6,7
A+CD'+C'D+C'E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('C', 'D', 'E'), '0')],7,7
D+E+A'B+A'C, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'B', 'C'), '0')],6,7
C+E+A'B+A'D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'B', 'D'), '0')],6,7
C+D+A'B+A'E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'B', 'E'), '0')],6,7
B+E+A'C+A'D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'C', 'D'), '0')],6,7
B+D+A'C+A'E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'C', 'E'), '0')],6,7
B+C+A'D+A'E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('A', 'D', 'E'), '0')],6,7
E+BC'+B'C+B'D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'C', 'D'), '0')],7,7
D+BC'+B'C+B'E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'C', 'E'), '0')],7,7
C+BD'+B'D+B'E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('B', 'D', 'E'), '0')],7,7
B+CD'+C'D+C'E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1'), (('C', 'D', 'E'), '0')],7,7
A'B'+C'D', [([], '1'), ('A', '1'), ('B', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'D'), '0')],4,7
A'B'+C'E', [([], '1'), ('A', '1'), ('B', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'E'), '0')],4,7
A'B+B'C'D', [([], '1'), ('A', '1'), ('B', '1'), ('C', '0'), (('A', 'B'), '0'), (('A', 'D'), '0')],5,7
A'B+B'C'E', [([], '1'), ('A', '1'), ('B', '1'), ('C', '0'), (('A', 'B'), '0'), (('A', 'E'), '0')],5,7
D+AB'+A'C', [([], '1'), ('A', '1'), ('B', '1'), ('C', '0'), (('A', 'B'), '0'), (('C', 'D'), '1')],5,7
E+AB'+A'C', [([], '1'), ('A', '1'), ('B', '1'), ('C', '0'), (('A', 'B'), '0'), (('C', 'E'), '1')],5,7
A'B'+D'E', [([], '1'), ('A', '1'), ('B', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'E'), '0')],4,7
A'B+B'D'E', [([], '1'), ('A', '1'), ('B', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'E'), '0')],5,7
C+AB'+A'D', [([], '1'), ('A', '1'), ('B', '1'), ('D', '0'), (('A', 'B'), '0'), (('C', 'D'), '1')],5,7
E+AB'+A'D', [([], '1'), ('A', '1'), ('B', '1'), ('D', '0'), (('A', 'B'), '0'), (('D', 'E'), '1')],5,7
C+AB'+A'E', [([], '1'), ('A', '1'), ('B', '1'), ('E', '0'), (('A', 'B'), '0'), (('C', 'E'), '1')],5,7
D+AB'+A'E', [([], '1'), ('A', '1'), ('B', '1'), ('E', '0'), (('A', 'B'), '0'), (('D', 'E'), '1')],5,7
A'B'+B'C', [([], '1'), ('A', '1'), ('B', '0'), ('C', '1'), (('A', 'B'), '0'), (('A', 'C'), '0')],4,7
A'B'+AC'D', [([], '1'), ('A', '1'), ('B', '0'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '0')],5,7
A'B'+AC'E', [([], '1'), ('A', '1'), ('B', '0'), ('C', '1'), (('A', 'C'), '0'), (('A', 'E'), '0')],5,7
D+A'B'+AC', [([], '1'), ('A', '1'), ('B', '0'), ('C', '1'), (('A', 'C'), '0'), (('B', 'D'), '1')],5,7
E+A'B'+AC', [([], '1'), ('A', '1'), ('B', '0'), ('C', '1'), (('A', 'C'), '0'), (('B', 'E'), '1')],5,7
AB+B'C'D', [([], '1'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'D'), '0')],5,7
AB+B'C'E', [([], '1'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'E'), '0')],5,7
AC+B'C'D', [([], '1'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'C'), '1'), (('A', 'D'), '0')],5,7
AC+B'C'E', [([], '1'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'C'), '1'), (('A', 'E'), '0')],5,7
A'D+B'C'D', [([], '1'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'D'), '0'), (('B', 'D'), '1')],5,7
A'E+B'C'E', [([], '1'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'E'), '0'), (('B', 'E'), '1')],5,7
A'B'+B'D', [([], '1'), ('A', '1'), ('B', '0'), ('D', '1'), (('A', 'B'), '0'), (('A', 'D'), '0')],4,7
A'B'+AD'E', [([], '1'), ('A', '1'), ('B', '0'), ('D', '1'), (('A', 'D'), '0'), (('A', 'E'), '0')],5,7
C+A'B'+AD', [([], '1'), ('A', '1'), ('B', '0'), ('D', '1'), (('A', 'D'), '0'), (('B', 'C'), '1')],5,7
E+A'B'+AD', [([], '1'), ('A', '1'), ('B', '0'), ('D', '1'), (('A', 'D'), '0'), (('B', 'E'), '1')],5,7
AB+B'D'E', [([], '1'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'E'), '0')],5,7
A'C+B'C'D', [([], '1'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'C'), '0'), (('B', 'C'), '1')],5,7
AD+B'D'E', [([], '1'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'D'), '1'), (('A', 'E'), '0')],5,7
A'E+B'D'E', [([], '1'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'E'), '0'), (('B', 'E'), '1')],5,7
A'B'+B'E', [([], '1'), ('A', '1'), ('B', '0'), ('E', '1'), (('A', 'B'), '0'), (('A', 'E'), '0')],4,7
C+A'B'+AE', [([], '1'), ('A', '1'), ('B', '0'), ('E', '1'), (('A', 'E'), '0'), (('B', 'C'), '1')],5,7
D+A'B'+AE', [([], '1'), ('A', '1'), ('B', '0'), ('E', '1'), (('A', 'E'), '0'), (('B', 'D'), '1')],5,7
A'C+B'C'E', [([], '1'), ('A', '1'), ('B', '0'), ('E', '0'), (('A', 'C'), '0'), (('B', 'C'), '1')],5,7
A'D+B'D'E', [([], '1'), ('A', '1'), ('B', '0'), ('E', '0'), (('A', 'D'), '0'), (('B', 'D'), '1')],5,7
A'C'+B'D', [([], '1'), ('A', '1'), ('C', '1'), ('D', '1'), (('A', 'B'), '0'), (('C', 'D'), '0')],4,7
A'C'+D'E', [([], '1'), ('A', '1'), ('C', '1'), ('D', '1'), (('A', 'D'), '0'), (('C', 'E'), '0')],4,7
A'C+C'D'E', [([], '1'), ('A', '1'), ('C', '1'), ('D', '0'), (('A', 'C'), '0'), (('A', 'E'), '0')],5,7
B+AC'+A'D', [([], '1'), ('A', '1'), ('C', '1'), ('D', '0'), (('A', 'C'), '0'), (('B', 'D'), '1')],5,7
E+AC'+A'D', [([], '1'), ('A', '1'), ('C', '1'), ('D', '0'), (('A', 'C'), '0'), (('D', 'E'), '1')],5,7
A'C'+B'E', [([], '1'), ('A', '1'), ('C', '1'), ('E', '1'), (('A', 'B'), '0'), (('C', 'E'), '0')],4,7
B+AC'+A'E', [([], '1'), ('A', '1'), ('C', '1'), ('E', '0'), (('A', 'C'), '0'), (('B', 'E'), '1')],5,7
D+AC'+A'E', [([], '1'), ('A', '1'), ('C', '1'), ('E', '0'), (('A', 'C'), '0'), (('D', 'E'), '1')],5,7
A'C'+AB'D', [([], '1'), ('A', '1'), ('C', '0'), ('D', '1'), (('A', 'B'), '0'), (('A', 'D'), '0')],5,7
A'C'+C'D', [([], '1'), ('A', '1'), ('C', '0'), ('D', '1'), (('A', 'C'), '0'), (('A', 'D'), '0')],4,7
A'C'+AD'E', [([], '1'), ('A', '1'), ('C', '0'), ('D', '1'), (('A', 'D'), '0'), (('A', 'E'), '0')],5,7
